,age,gender,hourly_earnings,education,yearly_salary
718,29,male,28.84615326,13,57692.30652
719,29,female,20.19230843,16,40384.61686
720,29,male,43.26922989,16,86538.45978
721,30,female,16.94139099,16,33882.78198
722,30,male,9.615385056,12,19230.77011
723,29,female,14.42307663,16,28846.15326
724,29,male,12.5,12,25000
725,30,male,17.48251724,18,34965.03448
726,29,female,9.230769157,16,18461.53831
727,30,male,14.52991486,14,29059.82972
728,30,male,5.288461685,11,10576.92337
729,30,male,16.82692337,13,33653.84674
730,29,male,17.09401703,12,34188.03406
731,30,male,11,9,22000
732,30,male,36.92307663,16,73846.15326
733,29,male,12.01923084,12,24038.46168
734,30,female,16.34615326,13,32692.30652
735,30,female,14.86013985,16,29720.2797
736,29,male,7.692307472,12,15384.61494
737,30,female,33.65384674,18,67307.69348
738,29,male,9.616346359,13,19232.69272
739,29,male,15.38461494,12,30769.22988
740,29,male,15,14,30000
741,29,male,18,12,36000
742,30,male,14.9572649,12,29914.5298
743,29,male,9,12,18000
744,29,female,20,18,40000
745,29,male,14.18269253,12,28365.38506
746,29,male,17.78846169,13,35576.92338
747,29,male,12.39316273,12,24786.32546
748,30,female,9.890110016,12,19780.22003
749,30,female,26.34615326,16,52692.30652
750,29,female,16.34615326,13,32692.30652
751,29,female,13.5746603,18,27149.3206
752,30,male,15.38461494,13,30769.22988
753,30,male,18.26922989,13,36538.45978
754,29,female,16.66666603,16,33333.33206
755,29,male,10.76923084,12,21538.46168
756,29,male,21.36752129,12,42735.04258
757,30,female,12.01923084,13,24038.46168
758,30,male,5.288461685,12,10576.92337
759,30,male,11.53846169,14,23076.92338
760,29,female,22.45986557,16,44919.73114
761,30,female,15.38461494,12,30769.22988
762,30,male,12.01923084,12,24038.46168
763,30,male,13.94230747,12,27884.61494
764,29,male,15.04653835,13,30093.0767
765,30,male,14.60114002,12,29202.28004
766,30,male,14.42307663,13,28846.15326
767,29,female,5.769230843,13,11538.46169
768,30,male,12.30769253,12,24615.38506
769,30,female,16.34615326,13,32692.30652
770,30,female,17.78846169,18,35576.92338
771,29,male,25.96153831,16,51923.07662
772,30,female,19.6581192,16,39316.2384
773,30,female,18.49112511,16,36982.25022
774,29,male,3.328402281,12,6656.804562
775,30,male,3.328402281,12,6656.804562
776,29,male,11.53846169,12,23076.92338
777,29,male,12.23776245,12,24475.5249
778,30,male,13.69047642,12,27380.95284
779,30,female,21.36752129,14,42735.04258
780,30,male,12.82051277,12,25641.02554
781,30,male,28.84615326,16,57692.30652
782,30,male,12.01923084,16,24038.46168
783,29,female,11.66666698,16,23333.33396
784,29,male,16.34615326,12,32692.30652
785,29,male,24.72527504,16,49450.55008
786,30,female,16.82692337,16,33653.84674
787,30,male,27.88461494,12,55769.22988
788,29,female,12.74038506,12,25480.77012
789,29,male,7.692307472,12,15384.61494
790,29,male,14.18269253,13,28365.38506
791,30,female,6.730769157,12,13461.53831
792,29,female,5.288461685,16,10576.92337
793,30,male,15.86538506,12,31730.77012
794,30,female,4.615384579,14,9230.769158
795,30,female,8.012820244,18,16025.64049
796,30,male,16.34615326,16,32692.30652
797,29,female,9.230769157,12,18461.53831
798,29,female,15.38461494,18,30769.22988
799,29,female,15.38461494,16,30769.22988
800,30,female,17.03296661,16,34065.93322
801,30,male,16.34615326,12,32692.30652
802,30,female,16.23931694,12,32478.63388
803,30,male,18.26922989,13,36538.45978
804,29,male,21.07988167,12,42159.76334
805,29,male,9.615385056,12,19230.77011
806,30,male,14.42307663,13,28846.15326
807,30,female,10.41586494,13,20831.72988
808,30,male,37.11538315,13,74230.7663
809,30,female,14.42307663,12,28846.15326
810,29,female,17.10526276,13,34210.52552
811,30,male,36.05769348,13,72115.38696
812,30,female,26.37362671,18,52747.25342
813,30,female,11.53846169,12,23076.92338
814,30,female,13.46153831,12,26923.07662
815,30,female,8.653845787,13,17307.69157
816,29,female,38.94230652,14,77884.61304
817,29,male,11.53846169,12,23076.92338
818,30,male,11.05769253,12,22115.38506
819,29,male,8.07692337,16,16153.84674
820,30,female,3.846153736,14,7692.307472
821,30,female,15.86538506,13,31730.77012
822,29,male,84.13461304,12,168269.2261
823,29,female,21.97802162,16,43956.04324
824,30,male,19.23077011,12,38461.54022
825,29,female,15.86538506,16,31730.77012
826,30,female,33.28402328,18,66568.04656
827,30,female,10.52631569,13,21052.63138
828,30,male,10.09615421,12,20192.30842
829,29,male,9.348290443,13,18696.58089
830,30,male,82.77591705,16,165551.8341
831,29,male,9.065934181,13,18131.86836
832,29,female,45.67307663,18,91346.15326
833,29,female,15.38461494,12,30769.22988
834,30,male,34.18803406,18,68376.06812
835,29,male,10,12,20000
836,30,female,12.93269253,12,25865.38506
837,30,male,26.44230843,12,52884.61686
838,30,female,14.42307663,13,28846.15326
839,30,female,19.23077011,13,38461.54022
840,30,female,15.38461494,16,30769.22988
841,29,male,28.84615326,12,57692.30652
842,30,female,13.36682701,13,26733.65402
843,29,female,24.03846169,16,48076.92338
844,29,male,15.86538506,12,31730.77012
845,29,male,21.63461494,14,43269.22988
846,29,male,18.15476227,14,36309.52454
847,30,male,11.44688606,12,22893.77212
848,29,female,20.83333397,16,41666.66794
849,30,male,21.36752129,14,42735.04258
850,30,male,31.25,13,62500
851,29,female,24,16,48000
852,29,female,18.26922989,12,36538.45978
853,29,male,12.01923084,12,24038.46168
854,30,female,7.142857075,12,14285.71415
855,30,male,9.615385056,13,19230.77011
856,29,male,30.06410217,12,60128.20434
857,29,male,15.38461494,14,30769.22988
858,29,male,9.615385056,12,19230.77011
859,29,male,8.153845787,12,16307.69157
860,30,female,16.34615326,18,32692.30652
861,30,female,12.82051277,13,25641.02554
862,29,male,20.97902107,14,41958.04214
863,30,male,97.5,16,195000
864,29,female,7.211538315,9,14423.07663
865,29,male,35.16483688,12,70329.67376
866,29,female,8.653845787,16,17307.69157
867,30,male,19.23077011,12,38461.54022
868,30,female,9.340659142,12,18681.31828
869,30,male,16.34615326,16,32692.30652
870,30,female,20.67307663,16,41346.15326
871,30,female,11.21794891,16,22435.89782
872,29,male,17.30769157,12,34615.38314
873,29,female,23.07692337,12,46153.84674
874,30,male,24.03846169,16,48076.92338
875,29,male,36.05769348,12,72115.38696
876,29,female,20.2429142,14,40485.8284
877,30,male,14.42307663,13,28846.15326
878,30,female,40.86538315,16,81730.7663
879,29,male,11.53846169,16,23076.92338
880,30,male,9.615385056,18,19230.77011
881,30,male,7.843137264,12,15686.27453
882,29,male,17.30769157,13,34615.38314
883,30,male,8.741258621,12,17482.51724
884,30,female,20.4959507,16,40991.9014
885,29,male,15.38461494,18,30769.22988
886,30,male,19.95192337,13,39903.84674
887,29,male,12,13,24000
888,30,female,14.42307663,18,28846.15326
889,29,male,11.53846169,13,23076.92338
890,30,male,24.03846169,13,48076.92338
891,29,male,8.17307663,6,16346.15326
892,30,female,12.98076916,13,25961.53832
893,29,male,25.84615326,12,51692.30652
894,29,female,10.09615421,13,20192.30842
895,30,male,47.00384521,12,94007.69042
896,30,male,3.219696999,16,6439.393998
897,29,male,19.23077011,12,38461.54022
898,30,male,7.5,11,15000
899,30,male,7.5,8,15000
900,30,male,7.5,11,15000
901,30,male,50.96154022,16,101923.0804
902,29,male,26.31579018,13,52631.58036
903,29,female,24.03846169,18,48076.92338
904,29,female,16,12,32000
905,30,female,32.69230652,16,65384.61304
906,30,male,12.25490189,13,24509.80378
907,29,male,12.82051277,11,25641.02554
908,30,male,31.25,16,62500
909,29,male,31.25,14,62500
910,30,female,8.75,18,17500
911,29,male,16.875,13,33750
912,29,male,20.67307663,14,41346.15326
913,30,female,13.46153831,16,26923.07662
914,30,female,11.53048801,16,23060.97602
915,30,female,16,12,32000
916,30,female,10.14957237,16,20299.14474
917,29,male,12.01923084,12,24038.46168
918,30,male,14.54402542,13,29088.05084
919,30,male,15.38461494,18,30769.22988
920,30,male,21.63461494,18,43269.22988
921,30,male,9.615385056,12,19230.77011
922,30,female,11,16,22000
923,29,male,14.7435894,16,29487.1788
924,29,male,27.69230843,12,55384.61686
925,30,female,21.15384674,16,42307.69348
926,30,female,15.38461494,16,30769.22988
927,29,female,8.547008514,13,17094.01703
928,30,female,10.6275301,9,21255.0602
929,29,male,8.241758347,6,16483.51669
930,30,female,10.33653831,10,20673.07662
931,30,male,9.568750381,9,19137.50076
932,29,female,6.384615421,12,12769.23084
933,29,male,12.01923084,14,24038.46168
934,29,female,9.134614944,14,18269.22989
935,30,female,14.42307663,18,28846.15326
936,29,female,7.339743614,13,14679.48723
937,30,male,9.114583015,12,18229.16603
938,29,female,14.42307663,10,28846.15326
939,29,male,19.23077011,11,38461.54022
940,29,male,16.02564049,16,32051.28098
941,29,male,12.5,12,25000
942,30,male,12,13,24000
943,29,male,15.70192337,11,31403.84674
944,30,female,24.51826859,16,49036.53718
945,30,male,7.692307472,6,15384.61494
946,29,female,10.32451916,13,20649.03832
947,30,male,9.829059601,16,19658.1192
948,29,male,9.615385056,14,19230.77011
949,30,male,5.769230843,12,11538.46169
950,30,male,27.88461494,13,55769.22988
951,30,female,14.42307663,12,28846.15326
952,30,female,6.593406677,12,13186.81335
953,29,female,27.77777863,14,55555.55726
954,29,female,13.46153831,12,26923.07662
955,30,female,22.30769157,12,44615.38314
956,30,female,23.55769157,16,47115.38314
957,30,female,13.46153831,6,26923.07662
958,29,male,21.63461494,13,43269.22988
959,29,male,29.80769157,16,59615.38314
960,30,male,6.730769157,10,13461.53831
961,29,female,9.615385056,10,19230.77011
962,29,male,36.05769348,13,72115.38696
963,29,male,23.07692337,16,46153.84674
964,29,male,22.39583397,16,44791.66794
965,29,male,17.30769157,14,34615.38314
966,29,male,11.35135174,13,22702.70348
967,30,male,25,12,50000
968,29,male,11.91489315,12,23829.7863
969,29,female,11.01762867,13,22035.25734
970,30,male,30.76922989,16,61538.45978
971,30,male,10.2564106,9,20512.8212
972,29,male,19.32692337,16,38653.84674
973,30,male,10.8560791,12,21712.1582
974,29,female,14.82371807,12,29647.43614
975,29,female,15.38461494,12,30769.22988
976,30,male,12.08791256,12,24175.82512
977,30,male,12.01923084,8,24038.46168
978,30,male,14.42307663,13,28846.15326
979,29,female,12.5,14,25000
980,29,male,13.31360912,13,26627.21824
981,30,female,8.461538315,11,16923.07663
982,30,female,17.30769157,16,34615.38314
983,29,female,11.05769253,12,22115.38506
984,30,male,6.593406677,12,13186.81335
985,29,female,19.23077011,18,38461.54022
986,29,male,26.44230843,18,52884.61686
987,29,female,9.230769157,16,18461.53831
988,29,male,15.38461494,14,30769.22988
989,29,male,12.82051277,14,25641.02554
990,29,male,9.615385056,12,19230.77011
991,29,male,13.94230747,13,27884.61494
992,30,male,7.5,8,15000
993,29,male,6.25,13,12500
994,30,male,8.17307663,12,16346.15326
995,29,female,17.52136803,16,35042.73606
996,29,male,28.84615326,14,57692.30652
997,29,male,20.19230843,13,40384.61686
998,29,male,11.05769253,16,22115.38506
999,29,male,7.692307472,12,15384.61494
1000,30,male,16.9871788,14,33974.3576
1001,30,male,10.23076916,13,20461.53832
1002,29,male,16.82692337,12,33653.84674
1003,29,male,12.5,12,25000
1004,30,male,25.96153831,13,51923.07662
1005,30,female,6.730769157,6,13461.53831
1006,29,male,16.34615326,10,32692.30652
1007,29,male,19.23077011,18,38461.54022
1008,29,female,15.38461494,16,30769.22988
1009,29,female,18.62637329,14,37252.74658
1010,29,male,26.44230843,12,52884.61686
1011,30,female,12.5,13,25000
1012,29,male,7.211538315,14,14423.07663
1013,30,female,7.211538315,13,14423.07663
1014,30,male,8.170513153,12,16341.02631
1015,29,female,14.42307663,16,28846.15326
1016,29,male,7.692307472,6,15384.61494
1017,29,male,8.653845787,6,17307.69157
1018,29,male,14.9572649,16,29914.5298
1019,29,female,19.23077011,16,38461.54022
1020,30,female,7.766272068,12,15532.54414
1021,29,female,6.868131638,12,13736.26328
1022,30,male,26.44230843,12,52884.61686
1023,29,male,19.23077011,16,38461.54022
1024,30,female,5.769230843,12,11538.46169
1025,30,male,7.211538315,12,14423.07663
1026,30,female,9.5,11,19000
1027,30,male,16.82692337,12,33653.84674
1028,30,female,9.615385056,12,19230.77011
1029,29,male,27.0979023,16,54195.8046
1030,29,female,9.615385056,16,19230.77011
1031,30,female,7.211538315,12,14423.07663
1032,29,female,12.01923084,12,24038.46168
1033,30,male,13.19711494,6,26394.22988
1034,29,male,25,16,50000
1035,30,female,14.90384579,12,29807.69158
1036,29,male,14.42307663,16,28846.15326
1037,29,male,20,12,40000
1038,29,male,12.01923084,12,24038.46168
1039,30,female,9.935897827,12,19871.79565
1040,30,male,21.15384674,18,42307.69348
1041,29,female,18.26922989,12,36538.45978
1042,30,female,16.82692337,14,33653.84674
1043,29,male,38.46154022,16,76923.08044
1044,29,male,8.012820244,9,16025.64049
1045,30,female,10.76923084,12,21538.46168
1046,30,male,17.30769157,16,34615.38314
1047,30,female,11.53846169,13,23076.92338
1048,30,male,17.30769157,13,34615.38314
1049,29,female,10.33653831,12,20673.07662
1050,30,female,6.730769157,12,13461.53831
1051,30,male,21.36752129,18,42735.04258
1052,30,female,16.82692337,16,33653.84674
1053,29,male,5.982905865,9,11965.81173
1054,29,female,14.23076916,16,28461.53832
1055,29,male,9.615385056,12,19230.77011
1056,30,female,10.41666698,12,20833.33396
1057,30,male,15.38461494,12,30769.22988
1058,29,male,48.55769348,13,97115.38696
1059,30,female,26.44230843,18,52884.61686
1060,29,female,16.82692337,12,33653.84674
1061,29,female,17.62019157,16,35240.38314
1062,30,male,12.30769253,14,24615.38506
1063,29,male,16.82692337,16,33653.84674
1064,30,male,24.03846169,16,48076.92338
1065,30,female,14.10256386,16,28205.12772
1066,29,male,15.03496456,14,30069.92912
1067,29,male,21.63461494,12,43269.22988
1068,29,male,29.80769157,16,59615.38314
1069,30,female,9.134614944,14,18269.22989
1070,29,female,6.730769157,13,13461.53831
1071,29,female,4.120879173,16,8241.758346
1072,29,male,4.807692528,16,9615.385056
1073,30,male,13.89999962,12,27799.99924
1074,30,male,27.26202011,12,54524.04022
1075,30,female,36.05769348,16,72115.38696
1076,29,male,9.615385056,16,19230.77011
1077,29,male,7.211538315,12,14423.07663
1078,30,male,14.42307663,12,28846.15326
1079,29,male,15.1709404,13,30341.8808
1080,30,male,9.615385056,11,19230.77011
1081,29,male,12.30769253,16,24615.38506
1082,30,female,16.82692337,18,33653.84674
1083,29,female,9.134614944,11,18269.22989
1084,29,female,13.46153831,16,26923.07662
1085,30,male,19.23077011,16,38461.54022
1086,29,male,20.5128212,13,41025.6424
1087,30,female,8.17307663,14,16346.15326
1088,30,female,14.42307663,13,28846.15326
1089,30,male,11.80555534,12,23611.11068
1090,29,male,12.30769253,13,24615.38506
1091,29,male,6.25,12,12500
1092,30,male,10.09615421,13,20192.30842
1093,30,female,15.76923084,18,31538.46168
1094,30,male,27.40384674,14,54807.69348
1095,29,male,13.46153831,11,26923.07662
1096,30,male,18.26922989,16,36538.45978
1097,29,female,25.64102554,16,51282.05108
1098,29,male,19.23077011,12,38461.54022
1099,29,female,13.89903831,13,27798.07662
1100,29,male,20.67307663,12,41346.15326
1101,29,male,52.16345978,16,104326.9196
1102,30,male,14.61538506,18,29230.77012
1103,29,male,14.42307663,12,28846.15326
1104,29,male,9.615385056,16,19230.77011
1105,30,male,21.63461494,12,43269.22988
1106,29,male,26.44230843,14,52884.61686
1107,29,male,23.07692337,16,46153.84674
1108,30,male,38.46154022,18,76923.08044
1109,29,male,10.57692337,10,21153.84674
1110,30,female,22.64957237,16,45299.14474
1111,29,male,14.05325413,14,28106.50826
1112,30,female,18.26922989,16,36538.45978
1113,29,male,8.461538315,12,16923.07663
1114,29,female,10.57692337,13,21153.84674
1115,29,female,13.24786282,12,26495.72564
1116,29,female,12.5,16,25000
1117,30,male,19.23077011,16,38461.54022
1118,30,male,21.63461494,12,43269.22988
1119,30,female,15.38461494,16,30769.22988
1120,30,female,22.11538506,16,44230.77012
1121,29,female,16.82692337,18,33653.84674
1122,30,male,30,16,60000
1123,29,male,20,16,40000
1124,30,female,28.84615326,16,57692.30652
1125,30,male,10.2564106,16,20512.8212
1126,29,female,9.615385056,14,19230.77011
1127,30,female,7.548077106,16,15096.15421
1128,30,male,26.44230843,12,52884.61686
1129,29,male,15.30769253,16,30615.38506
1130,29,female,10.09615421,16,20192.30842
1131,29,male,12.11538506,12,24230.77012
1132,29,male,7.25,6,14500
1133,29,male,10.09615421,13,20192.30842
1134,30,male,9.615385056,13,19230.77011
1135,30,male,16.82692337,12,33653.84674
1136,29,female,12.5,12,25000
1137,30,male,16.34615326,12,32692.30652
1138,30,male,16.82692337,16,33653.84674
1139,30,male,15.38461494,12,30769.22988
1140,30,female,16.10577011,12,32211.54022
1141,30,male,17.30769157,16,34615.38314
1142,29,female,15.38461494,16,30769.22988
1143,29,male,19.23077011,12,38461.54022
1144,29,female,66.78413391,16,133568.2678
1145,30,male,14.42307663,13,28846.15326
1146,29,female,13.94230747,16,27884.61494
1147,29,male,16.23999977,13,32479.99954
1148,29,male,6.25,9,12500
1149,30,male,8.653845787,9,17307.69157
1150,30,male,7.982583523,16,15965.16705
1151,29,male,24.03846169,12,48076.92338
1152,30,male,33.65384674,16,67307.69348
1153,29,male,28.84615326,11,57692.30652
1154,29,female,11.53846169,16,23076.92338
1155,29,male,23.07692337,13,46153.84674
1156,29,female,11.01586533,18,22031.73066
1157,29,male,11.53846169,12,23076.92338
1158,30,female,12.5,13,25000
1159,29,male,15,16,30000
1160,29,male,19.23077011,13,38461.54022
1161,30,male,23.07692337,13,46153.84674
1162,29,male,15.22435856,12,30448.71712
1163,29,male,11.8842659,12,23768.5318
1164,29,female,17.30769157,12,34615.38314
1165,29,male,12.5,18,25000
1166,29,female,10.57692337,12,21153.84674
1167,30,female,25.48077011,16,50961.54022
1168,30,female,14.42307663,14,28846.15326
1169,29,male,16.82692337,13,33653.84674
1170,30,female,11.11111069,16,22222.22138
1171,30,female,9.615385056,12,19230.77011
1172,29,male,10.38461494,16,20769.22988
1173,30,female,10.76923084,16,21538.46168
1174,30,male,14.6875,16,29375
1175,29,male,19.71153831,12,39423.07662
1176,29,male,11.53846169,13,23076.92338
1177,30,male,14.42307663,12,28846.15326
1178,29,male,9.401709557,14,18803.41911
1179,30,male,21.63461494,12,43269.22988
1180,30,male,15,12,30000
1181,30,male,11,12,22000
1182,29,female,22,16,44000
1183,30,male,16.82692337,14,33653.84674
1184,30,female,16.82692337,16,33653.84674
1185,30,female,17.78846169,13,35576.92338
1186,29,female,9.081196785,13,18162.39357
1187,30,female,9.615385056,11,19230.77011
1188,30,male,14.42307663,12,28846.15326
1189,30,female,7.211538315,12,14423.07663
1190,30,male,16.82692337,12,33653.84674
1191,30,female,11.05769253,16,22115.38506
1192,30,female,6.730769157,12,13461.53831
1193,30,female,10.57692337,12,21153.84674
1194,29,male,24.03846169,16,48076.92338
1195,30,male,38.94230652,16,77884.61304
1196,29,male,10.625,12,21250
1197,29,female,11.53846169,12,23076.92338
1198,30,male,17.30769157,12,34615.38314
1199,30,female,12.11538506,14,24230.77012
1200,30,male,32.06634521,13,64132.69042
1201,29,male,14.42307663,12,28846.15326
1202,29,female,16.34615326,16,32692.30652
1203,30,female,31.73077011,13,63461.54022
1204,30,female,11.53846169,13,23076.92338
1205,30,female,9.615385056,14,19230.77011
1206,30,male,10.98901081,16,21978.02162
1207,29,female,14.52991486,16,29059.82972
1208,30,male,34.61538315,12,69230.7663
1209,29,male,31.25,14,62500
1210,30,male,19.87179565,13,39743.5913
1211,30,male,40.59828949,13,81196.57898
1212,29,male,24.03846169,14,48076.92338
1213,29,female,11.55769253,11,23115.38506
1214,30,female,14.42307663,12,28846.15326
1215,30,male,9.615385056,9,19230.77011
1216,30,female,19.23077011,13,38461.54022
1217,30,female,8.17307663,10,16346.15326
1218,30,male,7.211538315,12,14423.07663
1219,30,male,20,12,40000
1220,29,male,7.211538315,11,14423.07663
1221,30,female,41.53845978,14,83076.91956
1222,29,female,7.211538315,13,14423.07663
1223,29,male,25.96153831,13,51923.07662
1224,29,male,7.5,6,15000
1225,29,male,16.82692337,12,33653.84674
1226,29,male,15.38461494,13,30769.22988
1227,29,male,9.635416985,13,19270.83397
1228,29,male,20.14652061,16,40293.04122
1229,29,female,2.884615421,13,5769.230842
1230,30,male,9.134614944,12,18269.22989
1231,29,male,16.48351669,12,32967.03338
1232,30,female,9.545454979,16,19090.90996
1233,29,female,13.46153831,12,26923.07662
1234,30,male,17.30769157,13,34615.38314
1235,30,male,12.98076916,12,25961.53832
1236,29,male,16.82692337,16,33653.84674
1237,29,male,15.38461494,13,30769.22988
1238,30,female,23.07692337,16,46153.84674
1239,30,male,34.61538315,18,69230.7663
1240,29,male,8.17307663,13,16346.15326
1241,30,male,12.5,13,25000
1242,29,male,15.1960783,13,30392.1566
1243,30,male,5.208333492,13,10416.66698
1244,30,male,10.92500019,12,21850.00038
1245,29,male,13.94230747,12,27884.61494
1246,29,male,11.53846169,12,23076.92338
1247,30,male,14.21153831,14,28423.07662
1248,30,male,9.615385056,12,19230.77011
1249,30,female,16.34615326,12,32692.30652
1250,30,male,5.769230843,6,11538.46169
1251,30,male,10.57692337,14,21153.84674
1252,30,male,7.211538315,13,14423.07663
1253,30,male,21.15384674,12,42307.69348
1254,29,female,11.53846169,11,23076.92338
1255,30,male,2.403846264,11,4807.692528
1256,29,male,11.92307663,13,23846.15326
1257,30,female,16.23931694,16,32478.63388
1258,29,female,39.2156868,16,78431.3736
1259,29,male,76.92308044,14,153846.1609
1260,30,male,14.42307663,13,28846.15326
1261,29,female,8.11978054,16,16239.56108
1262,29,female,18.75,16,37500
1263,30,male,32.21154022,16,64423.08044
1264,29,male,22.11538506,14,44230.77012
1265,29,male,9.134614944,13,18269.22989
1266,30,male,9.615385056,13,19230.77011
1267,30,female,12.01923084,13,24038.46168
1268,30,male,6.25,12,12500
1269,30,male,21.39422989,18,42788.45978
1270,29,male,9.230769157,13,18461.53831
1271,29,male,8.653845787,12,17307.69157
1272,30,female,12.01923084,16,24038.46168
1273,29,male,17.94871712,16,35897.43424
1274,30,male,10,12,20000
1275,30,female,24.03846169,16,48076.92338
1276,30,male,6.923077106,9,13846.15421
1277,30,male,6.129807472,6,12259.61494
1278,30,female,7.211538315,12,14423.07663
1279,30,male,16.82692337,12,33653.84674
1280,29,female,14.42307663,16,28846.15326
1281,29,male,13.84615421,12,27692.30842
1282,29,female,14.42307663,16,28846.15326
1283,29,female,16.34615326,16,32692.30652
1284,30,male,12.01923084,8,24038.46168
1285,30,male,14.42307663,12,28846.15326
1286,29,female,8,13,16000
1287,29,female,7.5,16,15000
1288,29,female,19.71153831,16,39423.07662
1289,29,male,15.86538506,16,31730.77012
1290,29,male,24.03846169,13,48076.92338
1291,30,male,15.38461494,13,30769.22988
1292,29,female,12.67482471,14,25349.64942
1293,30,male,15.53254414,14,31065.08828
1294,30,female,10.96491241,16,21929.82482
1295,29,male,14.18269253,13,28365.38506
1296,29,female,16.82692337,16,33653.84674
1297,29,male,10,12,20000
1298,29,male,10,8,20000
1299,29,female,21.36752129,16,42735.04258
1300,30,male,25.64102554,16,51282.05108
1301,29,male,23.07692337,12,46153.84674
1302,30,male,23.07692337,12,46153.84674
1303,30,female,14.83516502,13,29670.33004
1304,29,female,20.67307663,13,41346.15326
1305,30,female,14.42307663,14,28846.15326
1306,30,female,5.769230843,12,11538.46169
1307,29,male,9.763313293,16,19526.62659
1308,30,male,7.211538315,6,14423.07663
1309,30,male,3.125,13,6250
1310,30,male,21.36752129,14,42735.04258
1311,30,male,10.09615421,10,20192.30842
1312,29,female,14.52991486,16,29059.82972
1313,29,male,22.11538506,13,44230.77012
1314,29,male,8.653845787,13,17307.69157
1315,29,male,38.46154022,12,76923.08044
1316,29,male,17.30769157,12,34615.38314
1317,29,female,24.03846169,16,48076.92338
1318,29,female,21.87836456,13,43756.72912
1319,30,male,5.288461685,8,10576.92337
1320,29,male,7.211538315,12,14423.07663
1321,29,male,21.63461494,13,43269.22988
1322,30,male,20,12,40000
1323,30,female,23.50427437,18,47008.54874
1324,30,female,17.30769157,16,34615.38314
1325,30,male,20.67307663,16,41346.15326
1326,29,male,9.615385056,16,19230.77011
1327,29,female,7.692307472,13,15384.61494
1328,29,male,15,12,30000
1329,29,female,9.615385056,12,19230.77011
1330,29,female,9.615385056,12,19230.77011
1331,29,female,14.42307663,13,28846.15326
1332,30,male,21.15384674,13,42307.69348
1333,29,male,10,12,20000
1334,30,male,13.58012867,13,27160.25734
1335,29,male,19.6581192,14,39316.2384
1336,29,male,13.46153831,16,26923.07662
1337,30,male,11.53846169,12,23076.92338
1338,30,male,7.692307472,13,15384.61494
1339,30,male,13.94230747,18,27884.61494
1340,29,male,8.653845787,14,17307.69157
1341,30,female,15.25054455,13,30501.0891
1342,30,female,4.807692528,12,9615.385056
1343,29,male,16.15384674,14,32307.69348
1344,29,male,21.15384674,14,42307.69348
1345,29,male,18.58974266,14,37179.48532
1346,30,male,38.01431274,13,76028.62548
1347,29,male,22.11538506,13,44230.77012
1348,30,female,12.01923084,12,24038.46168
1349,29,female,14.90384579,12,29807.69158
1350,29,female,19.23077011,16,38461.54022
1351,29,female,32.21154022,16,64423.08044
1352,30,male,28.84615326,16,57692.30652
1353,30,male,19.23077011,12,38461.54022
1354,30,female,30.28846169,12,60576.92338
1355,29,male,24.03846169,16,48076.92338
1356,29,female,16.82692337,13,33653.84674
1357,29,male,20,16,40000
1358,30,male,2.884615421,8,5769.230842
1359,30,male,32.69230652,16,65384.61304
1360,29,male,11.05769253,6,22115.38506
1361,29,female,13.37307739,13,26746.15478
1362,30,female,14.42307663,12,28846.15326
1363,29,male,8.653845787,13,17307.69157
1364,29,male,10,13,20000
1365,30,male,14.85714245,13,29714.2849
1366,29,male,9.615385056,14,19230.77011
1367,29,male,9.871794701,14,19743.5894
1368,29,female,13.94230747,16,27884.61494
1369,30,male,19.23077011,12,38461.54022
1370,29,male,14.42307663,12,28846.15326
1371,30,male,28.84615326,16,57692.30652
1372,29,female,20.67307663,16,41346.15326
1373,29,female,10.6275301,12,21255.0602
1374,30,female,7.142857075,12,14285.71415
1375,30,female,11.53846169,13,23076.92338
1376,29,male,12.98076916,12,25961.53832
1377,30,female,19.23077011,16,38461.54022
1378,29,female,5.076922894,13,10153.84579
1379,30,male,17.09401703,8,34188.03406
1380,30,female,14.39999962,16,28799.99924
1381,29,female,19.23077011,13,38461.54022
1382,29,female,17.30769157,12,34615.38314
1383,30,female,20.19230843,16,40384.61686
1384,29,male,21.63461494,16,43269.22988
1385,30,male,16.82692337,12,33653.84674
1386,29,male,19.23077011,16,38461.54022
1387,29,male,21.63461494,16,43269.22988
1388,29,male,35.16483688,14,70329.67376
1389,30,male,15.38461494,12,30769.22988
1390,29,male,34.18803406,14,68376.06812
1391,29,female,12.01923084,14,24038.46168
1392,29,female,31.18503189,12,62370.06378
1393,29,female,36.05769348,16,72115.38696
1394,30,male,19.23077011,6,38461.54022
1395,30,male,12.01923084,12,24038.46168
1396,29,female,8.800000191,12,17600.00038
1397,30,male,9.615385056,12,19230.77011
1398,29,male,9.265734673,12,18531.46935
1399,29,female,12.01923084,12,24038.46168
1400,29,male,19.23077011,18,38461.54022
1401,29,female,12.01923084,16,24038.46168
1402,30,female,8.875740051,13,17751.4801
1403,30,male,14.90384579,16,29807.69158
1404,29,female,10.57692337,12,21153.84674
1405,29,female,14.9145298,11,29829.0596
1406,30,female,12.5,12,25000
1407,30,female,7.591093063,14,15182.18613
1408,29,female,14.42307663,13,28846.15326
1409,30,male,8.653845787,13,17307.69157
1410,29,male,24.18884659,12,48377.69318
1411,29,female,14.42307663,14,28846.15326
1412,29,male,7.211538315,12,14423.07663
1413,29,female,6.923077106,12,13846.15421
1414,30,female,7.294117451,12,14588.2349
